fecha_inicio_semana,fecha_referencia,horizonte_sem,y_current,y_true,delta_real,delta_predicho,caida_real,alerta_caida_predicha,deteccion_caida_correcta,run_id_alerta_caida_oficial,run_dir_origen
2025-11-24,2025-11-24,1,0.12751595957534,0.279605962079427,0.152090002504087,-0.018768438653451916,False,True,False,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-01,2025-12-01,1,0.279605962079427,0.0821158156091689,-0.1974901464702581,-0.09774639252539602,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-08,2025-12-08,1,0.0821158156091689,0.303813076524669,0.22169726091550007,0.011493463397062989,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-15,2025-12-15,1,0.303813076524669,0.0677012815654136,-0.23611179495925538,-0.15912924219125768,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-22,2025-12-22,1,0.0677012815654136,0.583621878201202,0.5159205966357885,0.12525582505277,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-29,2025-12-29,1,0.583621878201202,0.108341978085893,-0.475279900115309,-0.49028706330839034,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-05,2026-01-05,1,0.108341978085893,0.0687870202028637,-0.039554957883029304,-0.103609615669354,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-12,2026-01-12,1,0.0687870202028637,0.245426229585526,0.1766392093826623,0.019198486042941,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-19,2026-01-19,1,0.245426229585526,0.320565191490885,0.07513896190535901,-0.2234142713088631,False,True,False,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-26,2026-01-26,1,0.320565191490885,0.170007405822799,-0.15055778566808603,-0.17675245596443442,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-02-02,2026-02-02,1,0.170007405822799,-0.0198367240853288,-0.1898441299081278,-0.023981237320279902,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-02-09,2026-02-09,1,-0.0198367240853288,0.0960196886446368,0.1158564127299656,0.1461449534998506,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-02-16,2026-02-16,1,0.0960196886446368,0.27725068164164,0.18123099299700324,0.15619092666416362,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-02-23,2026-02-23,1,0.27725068164164,0.210058588277401,-0.06719209336423901,-0.06357656025122913,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-11-24,2025-11-24,2,0.12751595957534,0.0821158156091689,-0.045400143966171105,-0.02190238906750111,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-01,2025-12-01,2,0.279605962079427,0.303813076524669,0.024207114445241984,-0.08929458955893452,False,True,False,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-08,2025-12-08,2,0.0821158156091689,0.0677012815654136,-0.014414534043755298,0.05506579955680439,True,False,False,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-15,2025-12-15,2,0.303813076524669,0.583621878201202,0.27980880167653305,-0.05059726684609278,False,True,False,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-22,2025-12-22,2,0.0677012815654136,0.108341978085893,0.0406406965204794,-0.1438443479420573,False,True,False,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-29,2025-12-29,2,0.583621878201202,0.0687870202028637,-0.5148348579983384,-0.5654235582742435,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-05,2026-01-05,2,0.108341978085893,0.245426229585526,0.137084251499633,0.0501332473088532,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-12,2026-01-12,2,0.0687870202028637,0.320565191490885,0.2517781712880213,0.0448871225666103,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-19,2026-01-19,2,0.245426229585526,0.170007405822799,-0.07541882376272702,-0.10148552560381752,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-26,2026-01-26,2,0.320565191490885,-0.0198367240853288,-0.3404019155762138,-0.12972238525033802,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-02-02,2026-02-02,2,0.170007405822799,0.0960196886446368,-0.0739877171781622,-0.1063612539976157,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-02-09,2026-02-09,2,-0.0198367240853288,0.27725068164164,0.2970874057269688,0.1712448168101837,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-02-16,2026-02-16,2,0.0960196886446368,0.210058588277401,0.11403889963276422,0.1281458462455239,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-11-24,2025-11-24,3,0.12751595957534,0.303813076524669,0.17629711694932898,-0.03128249329458141,False,True,False,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-01,2025-12-01,3,0.279605962079427,0.0677012815654136,-0.2119046805140134,-0.21446869572404692,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-08,2025-12-08,3,0.0821158156091689,0.583621878201202,0.5015060625920331,0.0695661910038863,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-15,2025-12-15,3,0.303813076524669,0.108341978085893,-0.19547109843877597,-0.26575737084384027,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-22,2025-12-22,3,0.0677012815654136,0.0687870202028637,0.0010857386374500955,-0.09916029738011961,False,True,False,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-29,2025-12-29,3,0.583621878201202,0.245426229585526,-0.338195648615676,-0.43737086729991254,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-05,2026-01-05,3,0.108341978085893,0.320565191490885,0.212223213404992,-0.0382358089674195,False,True,False,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-12,2026-01-12,3,0.0687870202028637,0.170007405822799,0.1012203856199353,0.013104106545885494,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-19,2026-01-19,3,0.245426229585526,-0.0198367240853288,-0.26526295367085484,-0.1502973378555958,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-26,2026-01-26,3,0.320565191490885,0.0960196886446368,-0.22454550284624825,-0.24901124313045442,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-02-02,2026-02-02,3,0.170007405822799,0.27725068164164,0.10724327581884102,-0.0397687757739838,False,True,False,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-02-09,2026-02-09,3,-0.0198367240853288,0.210058588277401,0.2298953123627298,0.13626349672821142,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-11-24,2025-11-24,4,0.12751595957534,0.0677012815654136,-0.0598146780099264,-0.0937664795531285,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-01,2025-12-01,4,0.279605962079427,0.583621878201202,0.30401591612177503,-0.2086256755303319,False,True,False,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-08,2025-12-08,4,0.0821158156091689,0.108341978085893,0.026226162476724102,0.1290246199971819,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-15,2025-12-15,4,0.303813076524669,0.0687870202028637,-0.2350260563218053,-0.16268987272347288,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-22,2025-12-22,4,0.0677012815654136,0.245426229585526,0.1777249480201124,0.02449371524937749,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2025-12-29,2025-12-29,4,0.583621878201202,0.320565191490885,-0.263056686710317,-0.39339534065750836,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-05,2026-01-05,4,0.108341978085893,0.170007405822799,0.06166542773690599,0.046964897533130004,False,False,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-12,2026-01-12,4,0.0687870202028637,-0.0198367240853288,-0.0886237442881925,0.06743881700256621,True,False,False,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-19,2026-01-19,4,0.245426229585526,0.0960196886446368,-0.14940654094088923,-0.1233671125323395,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-01-26,2026-01-26,4,0.320565191490885,0.27725068164164,-0.04331450984924501,-0.21467541279723823,True,True,True,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
2026-02-02,2026-02-02,4,0.170007405822799,0.210058588277401,0.04005118245460201,-0.04303955059197359,False,True,False,E9_v2_clean,/home/emilio/Documentos/RAdAR/Experimentos/runs/E9_v2_clean_20260401_070431
